,Title_Desc
94,"Where Is My Warfleet? : The Highlands are the home of the Dragonmaw orcs. If we show them our might they would ally with us against the Twilight's Hammer. I am certain!  The fleet is gathering at Bilgewater Port in Azshara but there are reports of delays. You did good getting the goblins to work, I need your skills here too. Find Warlord Krogg in Azshara and see what is taking so long."
95,"The Battle for Broken Shore : The third fleet has shipped out ahead of us, <name>. This gryphon will bring you to them.  Good luck out there. It's clear the Legion isn't going to make this easy, but let's hope King Varian has matters well in hand."
96,"Tailgunner! : Okay, I've softened this guy up, how about you help me finish him off?I've got a plan for our escape, but it'll require a lot of guts and a little luck.You up for it, <name>?Just follow my lead..."
97,"The Burning Blade : I've been sent to investigate the presence of more Burning Blade agents here in Durotar.  To the northeast, you'll find a cave where the organization trains their new recruits.  I'm interested in what exactly they are teaching these neophytes.I only tell you this because you seem to be looking for work.  If you're interested in a little coin, sack the cave and return with their spellscrolls.The cave is somewhat hidden: exit Razor Hill from the east, and follow the canyon's eastern ridge."
98,"Drag it Out of Them : It is our instinct to simply lash out at our attackers, but wisdom dictates another path. We should interrogate one of these quilboar invaders and learn all we can. Take this net, <name>, and ensnare a quilboar pillager attacking our farm just west of here. Club the beast unconscious and bring him to me."
99,"The Butcher of Taurajo : This operative had orders to secure the roadways between the Alliance command and Fort Triumph. General Hawthorne is on the move.<Bloodhilt crumples the documents in his fist.>It's HIM, <name>! Hawthorne - I spit the name - he is the one who ordered the assault on Taurajo! Now we know when and where to strike him down. Quickly, follow the road north of the Battlescar and meet up with my assassin Karthog. CRUSH Hawthorne and string his body up along the road!"
100,"The Blackmaw Doublecross : Andorel here has crafted a little bit of magic for me. Come, stand next to my fire, and steep yourself in the fumes from the tea. Drape the robes around you and you'll take on the appearance of a night elven ambassador to the Blackmaw.Don your disguise and speak to Andorel here in camp. He'll teleport you to the heart of Blackmaw hold, where the negotiations are to take place. Speak with Chieftain Ungarl and sabotage the treaty. Then, kill as many Blackmaw as you can on the way back!"
101,"They Grow So Fast : Look! Our little larva friend has entered the pupa stage!   Wait... it looks like he's ready to emerge.   Go on, give him a hand!"
102,"Firing Squad : Come out back vizh me, <race>.Zhere is somezhink I vould like you to see."
103,"Seeds of Discord : According to the intelligence you acquired, there is major friction between the ogres and non-ogres in the cult.High Cultist Azennios and the ogre mage Karr'gonn are meeting at the Seat of the Chosen in an attempt to ease the conflict.There is an outhouse like this one at the Seat of the Chosen.  Go there and put on this ogre disguise.  Find a way to kill Azennios while he's in this mission of peace.We must exploit this division as much as we can!"
104,"Culling the Corrupted : The sickening corruption of demons pervades this entire forest. The soil, the trees, the animals... all grow thick with fel magics.We of the Emerald Circle have sworn to cleanse this forest, and doing so requires a constant battle. While some life here can still be healed, the bears and wolves that wander nearby have been twisted too far.We must end their suffering, and ensure their bodies do not spread the taint further. Hunt the bears and wolves, and return to me with their hides."
105,"Someone His Own Size : While fighting alongside you no doubt provides excellent training for our hatchling, sometimes it is better to have him fight on his own against enemies his own size.  I know of one such opponent nearby, observing the Amathet near the Obelisk of the Stars. You should seek it out."
106,"Death to Agogridon : Our goal is within sight, <name>!We can break the will of this demon army by bringing down the one who leads them. If we can succeed, Desolace will be ours!When you are ready, lead a group of centaurs through the pass to the south, into Shadowbreak Ravine. Find where Agogridon hides!I will gather the other khans and meet you there to face him in battle."
107,"The Last Living Lorekeeper : You have awakened the ancients, <name>, but the wilderness spirit Aessina remains silent. With her help, we can turn the tide of this attack and undo the damage Twilight's Hammer has done.There may be one who can help us. The oldest of the trees, Nordu, stood in the center of what is now the Flamewake for thousands of years. His wisdom is as old as this mountain. If that old tree still lives, perhaps he can awaken Aessina... seek him out."
108,"Into The Maw of Madness : I need you to venture into Hive'Regal and find what became of my dearest Natalia, <name>. This will be no easy task for you. Before you dive headlong into the maw of madness, make sure that you speak with those dwarves further. They might be able to give you some tips on dealing with the silithid that inhabit that hive.And <name>, if she truly is as mad as they say... do what you must."
109,"Winterfall Runners : Very interesting, <name>...When this toxic substance is mixed with the water from the hot springs, it loses its toxicity, only retaining the ability to temporarily affect those that ingest it. This must be why the Winterfall protect the hot springs so fervently -- they need them to purify their firewater.We need to stop this -- cut off contact between the Winterfall and the Deadwood. A group of runners walks the distance between their village and Felwood. Find and defeat them, and steal their shipment."
